date,board,type,name,status
2011-03-03 18:00:00,Housing and Community Development Committee,Committee Meeting,Monica Lamboy,Present
2011-03-03 18:00:00,Housing and Community Development Committee,Committee Meeting,Ellen Schneider,Present
2011-03-03 18:00:00,Housing and Community Development Committee,Committee Meeting,Stephen Houdlette,Present
2011-03-07 18:00:00,Finance Committee,Committee Meeting,Maryann M. Heuston,Present
2011-03-07 18:00:00,Finance Committee,Committee Meeting,William A. White Jr.,Absent
2011-03-07 18:00:00,Finance Committee,Committee Meeting,John M Connolly,Present
2011-03-07 18:00:00,Finance Committee,Committee Meeting,Rebekah Gewirtz,Present
2011-03-07 18:00:00,Finance Committee,Committee Meeting,Thomas F. Taylor,Present
2011-03-07 18:00:00,Finance Committee,Committee Meeting,Omar Boukili,Present
2011-03-07 18:00:00,Finance Committee,Committee Meeting,Matt Buckley,Present
2011-03-07 18:00:00,Finance Committee,Committee Meeting,Michael Lambert,Present
2011-03-07 18:00:00,Finance Committee,Committee Meeting,Doug Willardson,Present
2011-03-07 18:00:00,Finance Committee,Committee Meeting,Michael Cabral,Present
2011-03-07 18:00:00,Finance Committee,Committee Meeting,Gregory Jenkins,Present
2011-03-07 18:00:00,Finance Committee,Committee Meeting,Patrick Sullivan III,Present
2011-03-08 18:00:00,Youth Services Committee,Committee Meeting,John M Connolly,Present
2011-03-08 18:00:00,Youth Services Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-03-08 18:00:00,Youth Services Committee,Committee Meeting,Bruce M. Desmond,Present
2011-03-08 18:00:00,Youth Services Committee,Committee Meeting,William M. Roche,Present
2011-03-08 18:00:00,Youth Services Committee,Committee Meeting,Rebekah L. Gewirtz,Present
2011-03-08 18:00:00,Youth Services Committee,Committee Meeting,Nancy Bacci,Present
2011-03-08 18:00:00,Youth Services Committee,Committee Meeting,Cory Mashburm,Present
2011-03-08 18:00:00,Youth Services Committee,Committee Meeting,Beth Beaverson,Present
2011-03-08 18:00:00,Youth Services Committee,Committee Meeting,Raffi Freedman-Gubspan,Present
2011-03-08 18:00:00,Youth Services Committee,Committee Meeting,Willie Medeiros,Present
2011-03-08 18:00:00,Youth Services Committee,Committee Meeting,Peter Jehlen,Present
2011-03-08 18:00:00,Youth Services Committee,Committee Meeting,Sarah Shugars,Present
2011-03-08 18:00:00,Youth Services Committee,Committee Meeting,Kelly Baker,Present
2011-03-08 18:00:00,Youth Services Committee,Committee Meeting,Sergio Estany,Present
2011-03-08 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Bruce M. Desmond,Present
2011-03-08 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Robert C. Trane,Absent
2011-03-08 18:00:00,Confirmation of Appointments Committee,Committee Meeting,William M. Roche,Present
2011-03-08 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Thomas F. Taylor,Present
2011-03-08 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Walter F. Pero,Present
2011-03-08 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Rebekah L. Gewirtz,Present
2011-03-08 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Omar Boukili,Present
2011-03-08 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Kevin Kelleher,Present
2011-03-08 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Sarah Kloos,Present
2011-03-08 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Robert Collins,Present
2011-03-08 19:00:00,Legislative Matters Committee,Committee Meeting,Thomas F. Taylor,Present
2011-03-08 19:00:00,Legislative Matters Committee,Committee Meeting,William A. White Jr.,Absent
2011-03-08 19:00:00,Legislative Matters Committee,Committee Meeting,Bruce M. Desmond,Present
2011-03-08 19:00:00,Legislative Matters Committee,Committee Meeting,John M Connolly,Present
2011-03-08 19:00:00,Legislative Matters Committee,Committee Meeting,Rebekah Gewirtz,Present
2011-03-08 19:00:00,Legislative Matters Committee,Committee Meeting,Sean T. O'Donovan,Present
2011-03-08 19:00:00,Legislative Matters Committee,Committee Meeting,Walter F. Pero,Present
2011-03-08 19:00:00,Legislative Matters Committee,Committee Meeting,William M. Roche,Present
2011-03-08 19:00:00,Legislative Matters Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-03-08 19:00:00,Legislative Matters Committee,Committee Meeting,Omar Boukili,Present
2011-03-08 19:00:00,Legislative Matters Committee,Committee Meeting,Frank Wright,Present
2011-03-08 19:00:00,Legislative Matters Committee,Committee Meeting,Matt Buckley,Present
2011-03-08 19:00:00,Legislative Matters Committee,Committee Meeting,Matthew Dias,Present
2011-03-08 19:00:00,Legislative Matters Committee,Committee Meeting,Thomas Pasquarello,Present
2011-03-08 19:00:00,Legislative Matters Committee,Committee Meeting,Paul Upton,Present
2011-03-08 19:00:00,Legislative Matters Committee,Committee Meeting,David Fallon,Present
2011-03-08 19:00:00,Legislative Matters Committee,Committee Meeting,Monica Lamboy,Present
2011-03-10 18:00:00,District Improvement Financing Governing Board,Regular Meeting,John M Connolly,Present
2011-03-10 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Bruce M. Desmond,Present
2011-03-10 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Dennis M. Sullivan,Present
2011-03-10 18:00:00,District Improvement Financing Governing Board,Regular Meeting,William A. White Jr.,Present
2011-03-10 18:00:00,District Improvement Financing Governing Board,Regular Meeting,William M. Roche,Present
2011-03-10 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Maryann M. Heuston,Present
2011-03-10 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Thomas F. Taylor,Present
2011-03-10 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Walter F. Pero,Present
2011-03-10 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Sean T. O'Donovan,Absent
2011-03-10 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Rebekah Gewirtz,Present
2011-03-10 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Robert C. Trane,Absent
2011-03-10 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Joseph Curtatone,Present
2011-03-10 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Omar Boukili,Present
2011-03-10 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Monica Lamboy,Present
2011-03-10 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Anne Thomas,Present
2011-03-10 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Stephen Azar,Present
2011-03-10 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Marc Levye,Present
2011-03-10 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Robert May,Present
2011-03-10 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Don Briggs,Present
2011-03-10 19:00:00,Board of Aldermen,Regular Meeting,John M Connolly,Present
2011-03-10 19:00:00,Board of Aldermen,Regular Meeting,Bruce M. Desmond,Present
2011-03-10 19:00:00,Board of Aldermen,Regular Meeting,Dennis M. Sullivan,Present
2011-03-10 19:00:00,Board of Aldermen,Regular Meeting,William A. White Jr.,Present
2011-03-10 19:00:00,Board of Aldermen,Regular Meeting,William M. Roche,Present
2011-03-10 19:00:00,Board of Aldermen,Regular Meeting,Maryann M. Heuston,Present
2011-03-10 19:00:00,Board of Aldermen,Regular Meeting,Thomas F. Taylor,Present
2011-03-10 19:00:00,Board of Aldermen,Regular Meeting,Walter F. Pero,Present
2011-03-10 19:00:00,Board of Aldermen,Regular Meeting,Sean T. O'Donovan,Present
2011-03-10 19:00:00,Board of Aldermen,Regular Meeting,Rebekah Gewirtz,Present
2011-03-10 19:00:00,Board of Aldermen,Regular Meeting,Robert C. Trane,Absent
2011-03-15 19:00:00,Legislative Matters Committee,Committee Meeting,Thomas F. Taylor,Present
2011-03-15 19:00:00,Legislative Matters Committee,Committee Meeting,William A. White Jr.,Present
2011-03-15 19:00:00,Legislative Matters Committee,Committee Meeting,Bruce M. Desmond,Absent
2011-03-15 19:00:00,Legislative Matters Committee,Committee Meeting,John M Connolly,Present
2011-03-15 19:00:00,Legislative Matters Committee,Committee Meeting,Rebekah Gewirtz,Present
2011-03-15 19:00:00,Legislative Matters Committee,Committee Meeting,Maryann M. Heuston,Present
2011-03-15 19:00:00,Legislative Matters Committee,Committee Meeting,Omar Boukili,Present
2011-03-15 19:00:00,Legislative Matters Committee,Committee Meeting,Monica Lamboy,Present
2011-03-15 19:00:00,Legislative Matters Committee,Committee Meeting,Anne Thomas,Present
2011-03-21 18:00:00,Public Health and Public Safety Committee,Committee Meeting,William A. White Jr.,Present
2011-03-21 18:00:00,Public Health and Public Safety Committee,Committee Meeting,John M Connolly,Present
2011-03-21 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Walter F. Pero,Present
2011-03-21 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Maryann M. Heuston,Present
2011-03-21 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Thomas F. Taylor,Present
2011-03-21 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Omar Boukili,Present
2011-03-21 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Kevin Kelleher,Present
2011-03-21 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Patrick Sullivan III,Present
2011-03-21 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Dave Shapiro,Present
2011-03-21 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Eddie Nuzzo,Present
2011-03-21 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Elizabeth Craveiro,Present
2011-03-21 19:00:00,Finance Committee,Committee Meeting,Maryann M. Heuston,Present
2011-03-21 19:00:00,Finance Committee,Committee Meeting,William A. White Jr.,Present
2011-03-21 19:00:00,Finance Committee,Committee Meeting,John M Connolly,Present
2011-03-21 19:00:00,Finance Committee,Committee Meeting,Rebekah Gewirtz,Present
2011-03-21 19:00:00,Finance Committee,Committee Meeting,Thomas F. Taylor,Present
2011-03-21 19:00:00,Finance Committee,Committee Meeting,Walter F. Pero,Present
2011-03-21 19:00:00,Finance Committee,Committee Meeting,Omar Boukili,Present
2011-03-21 19:00:00,Finance Committee,Committee Meeting,Kevin Kelleher,Present
2011-03-21 19:00:00,Finance Committee,Committee Meeting,Michael Cabral,Present
2011-03-21 19:00:00,Finance Committee,Committee Meeting,Karthik Viswanathan,Present
2011-03-21 19:00:00,Finance Committee,Committee Meeting,Michael Lambert,Present
2011-03-22 19:00:00,Legislative Matters Committee,Committee Meeting,Thomas F. Taylor,Present
2011-03-22 19:00:00,Legislative Matters Committee,Committee Meeting,William A. White Jr.,Absent
2011-03-22 19:00:00,Legislative Matters Committee,Committee Meeting,Bruce M. Desmond,Present
2011-03-22 19:00:00,Legislative Matters Committee,Committee Meeting,John M Connolly,Present
2011-03-22 19:00:00,Legislative Matters Committee,Committee Meeting,Rebekah Gewirtz,Absent
2011-03-22 19:00:00,Legislative Matters Committee,Committee Meeting,Maryann M. Heuston,Present
2011-03-22 19:00:00,Legislative Matters Committee,Committee Meeting,Omar Boukili,Present
2011-03-22 19:00:00,Legislative Matters Committee,Committee Meeting,Matt Buckley,Present
2011-03-22 19:00:00,Legislative Matters Committee,Committee Meeting,George Proakis,Present
2011-03-23 18:00:00,Land Use Committee,Committee Meeting,William A. White Jr.,Present
2011-03-23 18:00:00,Land Use Committee,Committee Meeting,Thomas F. Taylor,Present
2011-03-23 18:00:00,Land Use Committee,Committee Meeting,Sean T. O'Donovan,Present
2011-03-23 18:00:00,Land Use Committee,Committee Meeting,Bruce M. Desmond,Present
2011-03-23 18:00:00,Land Use Committee,Committee Meeting,Omar Boukili,Present
2011-03-23 18:00:00,Land Use Committee,Committee Meeting,Elizabeth Maroney,Present
2011-03-23 18:00:00,Land Use Committee,Committee Meeting,Michael Capuano,Present
2011-03-23 18:00:00,Land Use Committee,Committee Meeting,Dana LeWinter,Present
2011-03-23 18:00:00,Land Use Committee,Committee Meeting,Joe Favaloro,Present
2011-03-23 18:00:00,Land Use Committee,Committee Meeting,George Proakis,Present
2011-03-23 18:00:00,Land Use Committee,Committee Meeting,Mark Neidergang,Present
2011-03-24 19:00:00,Board of Aldermen,Regular Meeting,John M Connolly,Present
2011-03-24 19:00:00,Board of Aldermen,Regular Meeting,Bruce M. Desmond,Absent
2011-03-24 19:00:00,Board of Aldermen,Regular Meeting,Dennis M. Sullivan,Present
2011-03-24 19:00:00,Board of Aldermen,Regular Meeting,William A. White Jr.,Present
2011-03-24 19:00:00,Board of Aldermen,Regular Meeting,William M. Roche,Present
2011-03-24 19:00:00,Board of Aldermen,Regular Meeting,Maryann M. Heuston,Present
2011-03-24 19:00:00,Board of Aldermen,Regular Meeting,Thomas F. Taylor,Present
2011-03-24 19:00:00,Board of Aldermen,Regular Meeting,Walter F. Pero,Present
2011-03-24 19:00:00,Board of Aldermen,Regular Meeting,Sean T. O'Donovan,Present
2011-03-24 19:00:00,Board of Aldermen,Regular Meeting,Rebekah Gewirtz,Present
2011-03-24 19:00:00,Board of Aldermen,Regular Meeting,Robert C. Trane,Present
2011-03-29 19:00:00,Legislative Matters Committee,Committee Meeting,Thomas F. Taylor,Present
2011-03-29 19:00:00,Legislative Matters Committee,Committee Meeting,William A. White Jr.,Absent
2011-03-29 19:00:00,Legislative Matters Committee,Committee Meeting,Bruce M. Desmond,Present
2011-03-29 19:00:00,Legislative Matters Committee,Committee Meeting,John M Connolly,Present
2011-03-29 19:00:00,Legislative Matters Committee,Committee Meeting,Rebekah Gewirtz,Absent
2011-03-29 19:00:00,Legislative Matters Committee,Committee Meeting,Maryann M. Heuston,Present
2011-03-29 19:00:00,Legislative Matters Committee,Committee Meeting,Thomas Pasquarello,Present
2011-03-29 19:00:00,Legislative Matters Committee,Committee Meeting,David Lutes,Present
2011-03-29 19:00:00,Legislative Matters Committee,Committee Meeting,Eddie Nuzzo,Present
2011-03-29 19:00:00,Legislative Matters Committee,Committee Meeting,Matt Buckley,Present
2011-03-29 19:00:00,Legislative Matters Committee,Committee Meeting,Ray Zonghetti,Present
2011-03-29 19:00:00,Legislative Matters Committee,Committee Meeting,Stephen Mackey,Present
2011-03-29 19:00:00,Legislative Matters Committee,Committee Meeting,J. J. Williams,Present
2011-03-31 18:00:00,Finance Committee,Committee of the Whole,Maryann M. Heuston,Present
2011-03-31 18:00:00,Finance Committee,Committee of the Whole,William A. White Jr.,Present
2011-03-31 18:00:00,Finance Committee,Committee of the Whole,John M Connolly,Present
2011-03-31 18:00:00,Finance Committee,Committee of the Whole,Rebekah Gewirtz,Present
2011-03-31 18:00:00,Finance Committee,Committee of the Whole,Thomas F. Taylor,Present
2011-03-31 18:00:00,Finance Committee,Committee of the Whole,William M. Roche,Present
2011-03-31 18:00:00,Finance Committee,Committee of the Whole,Walter F. Pero,Present
2011-03-31 18:00:00,Finance Committee,Committee of the Whole,Sean T. O'Donovan,Present
2011-03-31 18:00:00,Finance Committee,Committee of the Whole,Robert C. Trane,Absent
2011-03-31 18:00:00,Finance Committee,Committee of the Whole,Bruce M. Desmond,Present
2011-03-31 18:00:00,Finance Committee,Committee of the Whole,Dennis M. Sullivan,Absent
2011-03-31 18:00:00,Finance Committee,Committee of the Whole,Joseph Curtatone,Present
2011-03-31 18:00:00,Finance Committee,Committee of the Whole,Monica Lamboy,Present
2011-03-31 18:00:00,Finance Committee,Committee of the Whole,Steve Azar,Present
2011-03-31 18:00:00,Finance Committee,Committee of the Whole,Janice Delory,Present
2011-03-31 18:00:00,Finance Committee,Committee of the Whole,Ed Bean,Present
2011-03-31 18:00:00,Finance Committee,Committee of the Whole,Anne Thomas,Present
2011-03-31 18:00:00,Finance Committee,Committee of the Whole,Thomas Pasquarello,Present
2011-03-31 18:00:00,Finance Committee,Committee of the Whole,Marc Levye,Present
2011-03-31 18:00:00,Finance Committee,Committee of the Whole,Carl Sciortino,Present
2011-04-04 18:00:00,Public Health and Public Safety Committee,Committee Meeting,William A. White Jr.,Present
2011-04-04 18:00:00,Public Health and Public Safety Committee,Committee Meeting,John M Connolly,Present
2011-04-04 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Walter F. Pero,Present
2011-04-04 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Sean T. O'Donovan,Present
2011-04-04 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Maryann M. Heuston,Present
2011-04-04 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Thomas F. Taylor,Present
2011-04-04 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Omar Boukili,Present
2011-04-04 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Monica Lamboy,Present
2011-04-04 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Eddie Nuzzo,Present
2011-04-04 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Dave Shapiro,Present
2011-04-04 18:00:00,Public Health and Public Safety Committee,Committee Meeting,M Teresa Cardoso,Present
2011-04-04 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Ellen Schneider,Present
2011-04-06 18:00:00,Licenses and Permits Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-04-06 18:00:00,Licenses and Permits Committee,Committee Meeting,Robert C. Trane,Present
2011-04-06 18:00:00,Licenses and Permits Committee,Committee Meeting,Maryann M. Heuston,Present
2011-04-06 18:00:00,Licenses and Permits Committee,Committee Meeting,Omar Boukili,Present
2011-04-06 19:00:00,Finance Committee,Committee Meeting,Maryann M. Heuston,Present
2011-04-06 19:00:00,Finance Committee,Committee Meeting,William A. White Jr.,Present
2011-04-06 19:00:00,Finance Committee,Committee Meeting,John M Connolly,Present
2011-04-06 19:00:00,Finance Committee,Committee Meeting,Rebekah Gewirtz,Absent
2011-04-06 19:00:00,Finance Committee,Committee Meeting,Thomas F. Taylor,Present
2011-04-06 19:00:00,Finance Committee,Committee Meeting,Joseph Curtatone,Present
2011-04-06 19:00:00,Finance Committee,Committee Meeting,Omar Boukili,Present
2011-04-06 19:00:00,Finance Committee,Committee Meeting,Anne Thomas,Present
2011-04-06 19:00:00,Finance Committee,Committee Meeting,Ed Bean,Present
2011-04-06 19:00:00,Finance Committee,Committee Meeting,Donald Briggs,Present
2011-04-11 18:00:00,Public Health and Public Safety Committee,Committee Meeting,William A. White Jr.,Present
2011-04-11 18:00:00,Public Health and Public Safety Committee,Committee Meeting,John M Connolly,Present
2011-04-11 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Walter F. Pero,Present
2011-04-11 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Omar Boukili,Present
2011-04-11 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Kevin Kelleher,Present
2011-04-11 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Patrick Sullivan III,Present
2011-04-11 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Brian Arrigo,Present
2011-04-12 18:00:00,Public Utilities and Public Works Committee,Committee Meeting,Sean T. O'Donovan,Present
2011-04-12 18:00:00,Public Utilities and Public Works Committee,Committee Meeting,John M Connolly,Present
2011-04-12 18:00:00,Public Utilities and Public Works Committee,Committee Meeting,Robert C. Trane,Absent
2011-04-12 18:00:00,Public Utilities and Public Works Committee,Committee Meeting,Bruce M. Desmond,Present
2011-04-12 18:00:00,Public Utilities and Public Works Committee,Committee Meeting,Maryann M. Heuston,Present
2011-04-12 18:00:00,Public Utilities and Public Works Committee,Committee Meeting,William M. Roche,Present
2011-04-12 18:00:00,Public Utilities and Public Works Committee,Committee Meeting,Stan Koty,Present
2011-04-12 18:00:00,Public Utilities and Public Works Committee,Committee Meeting,Rick Willette,Present
2011-04-12 18:00:00,Public Utilities and Public Works Committee,Committee Meeting,Monica Lamboy,Present
2011-04-12 18:00:00,Public Utilities and Public Works Committee,Committee Meeting,Robert King,Present
2011-04-12 18:00:00,Public Utilities and Public Works Committee,Committee Meeting,William Zamparelli,Present
2011-04-12 18:00:00,Public Utilities and Public Works Committee,Committee Meeting,Mark Reid,Present
2011-04-12 18:00:00,Public Utilities and Public Works Committee,Committee Meeting,Robert Masci,Present
2011-04-13 18:00:00,Finance Committee,Committee Meeting,Maryann M. Heuston,Present
2011-04-13 18:00:00,Finance Committee,Committee Meeting,William A. White Jr.,Present
